12b,T°C,RT/R25,R2,U2,R1
365,87.92266598454918,0.09783404311843005,978.4913345725373,0.4453605437756292,9999.999999999998
366,87.82749481600365,0.09812346493492147,981.3791624344028,0.4465635455941669,10000.0
367,87.73266451099056,0.09841294655672844,984.2676528526604,0.44776612531059934,10000.0
368,87.63817506950988,0.09870248798385092,987.1568058273103,0.44896828292492624,10000.0
369,87.54402649156167,0.09899208921628894,990.0466213583527,0.4501700184371479,10000.0
370,87.45021877714589,0.09928175025404248,992.9370994457873,0.4513713318472641,10000.0
371,87.3567354588709,0.09957149772413806,995.8285140468508,0.45257234873757307,10000.0
372,87.26347773238669,0.09986149138873439,998.7225089049615,0.4537738226018635,9999.999999999996
373,87.17042913030163,0.100151757874858,1001.6193579773565,0.45497587902243364,9999.999999999998
374,87.0775896526157,0.10044229718250886,1004.5190612640354,0.45617851799928333,9999.999999999998
375,86.9849592993289,0.10073310931168698,1007.4216187649978,0.45738173953241273,9999.999999999998
376,86.89253807044125,0.10102419426239234,1010.3270304802444,0.4585855436218217,10000.0
377,86.80032596595271,0.10131555203462494,1013.2352964097747,0.45978993026751025,10000.0
378,86.7083229858633,0.1016071826283848,1016.146416553589,0.4609948994694784,10000.0
379,86.61652913017303,0.10189908604367191,1019.0603909116871,0.4622004512277262,9999.999999999998
380,86.5249443988819,0.10219126228048626,1021.9772194840692,0.4634065855422536,9999.999999999998
381,86.43356879198988,0.10248371133882789,1024.8969022707352,0.4646133024130605,9999.999999999998
382,86.34240230949703,0.10277643321869676,1027.819439271685,0.4658206018401472,9999.999999999998
383,86.2514449514033,0.10306942792009288,1030.744830486919,0.4670284838235135,9999.999999999998
384,86.1606967177087,0.10336269544301625,1033.6730759164363,0.46823694836315927,9999.999999999998
385,86.07015760841324,0.10365623578746688,1036.6041755602382,0.4694459954590847,10000.0
386,85.9798276235169,0.10395004895344474,1039.5381294183233,0.4706556251112897,9999.999999999998
387,85.8897067630197,0.10424413494094989,1042.4749374906928,0.4718658373197745,10000.0
388,85.79979502692161,0.10453849374998227,1045.414599777346,0.47307663208453876,9999.999999999998
389,85.7100924152227,0.10483312538054192,1048.3571162782832,0.4742880094055827,10000.0
390,85.62059892792288,0.10512802983262878,1051.302486993504,0.47549996928290617,9999.999999999998
391,85.53131456502221,0.10542320710624294,1054.250711923009,0.47671251171650936,9999.999999999998
392,85.44223932652069,0.1057186572013843,1057.2017910667978,0.4779256367063921,9999.999999999998
393,85.35337321241829,0.10601438011805295,1060.1557244248704,0.47913934425255444,10000.0
394,85.264716222715,0.10631037585624882,1063.1125119972266,0.48035363435499634,9999.999999999996
395,85.17626835741088,0.10660664441597197,1066.0721537838676,0.48156850701371795,9999.999999999998
396,85.08802961650585,0.10690318579722236,1069.0346497847918,0.4827839622287191,9999.999999999996
397,85.0,0.1072,1072.0,0.484,10000.0
398,84.91217950789326,0.1074970870243049,1074.968204429492,0.4852166203275604,9999.999999999998
399,84.82456814018566,0.10779444687013708,1077.9392630732684,0.4864338232114005,10000.0
400,84.73716589687717,0.10809207953749644,1080.9131759313282,0.48765160865152,9999.999999999998
401,84.64997277796785,0.10838998502638311,1083.8899430036718,0.4888699766479193,10000.0
402,84.56298878345763,0.10868816333679701,1086.8695642902996,0.49008892720059816,9999.999999999996
403,84.47621391334657,0.10898661446873817,1089.8520397912112,0.49130846030955666,9999.999999999998
404,84.38964816763463,0.10928533842220658,1092.8373695064067,0.4925285759747948,10000.0
405,84.30329154632182,0.10958433519720223,1095.825553435886,0.49374927419631254,9999.999999999998
406,84.21714404940815,0.10988360479372515,1098.8165915796494,0.4949705549741098,9999.999999999998
407,84.1312056768936,0.11018314721177533,1101.8104839376967,0.4961924183081868,10000.0
408,84.0454764287782,0.11048296245135272,1104.8072305100277,0.49741486419854325,9999.999999999996
409,83.95995630506194,0.1107830505124574,1107.8068312966427,0.4986378926451795,10000.0
410,83.87464530574478,0.1110834113950893,1110.8092862975413,0.4998615036480952,9999.999999999996
411,83.78954343082678,0.11138404509924849,1113.8145955127243,0.5010856972072907,10000.0
412,83.70465068030788,0.11168495162493489,1116.8227589421908,0.5023104733227657,9999.999999999996
413,83.61996705418817,0.1119861309721486,1119.8337765859415,0.5035358319945203,10000.0
414,83.53549255246755,0.11228758314088949,1122.847648443976,0.5047617732225544,9999.999999999996
415,83.45122717514607,0.1125893081311577,1125.8643745162942,0.5059882970068683,9999.999999999998
416,83.36717092222375,0.11289130594295313,1128.8839548028964,0.5072154033474617,9999.999999999998
417,83.28332379370053,0.1131935765762758,1131.9063893037826,0.5084430922443348,10000.0
418,83.19968578957646,0.11349612003112575,1134.9316780189529,0.5096713636974876,10000.0
419,83.1162569098515,0.1137989363075029,1137.9598209484063,0.5109002177069197,9999.999999999998
420,83.03303715452569,0.11410202540540736,1140.9908180921443,0.5121296542726317,9999.999999999998
421,82.95002652359902,0.11440538732483904,1144.0246694501661,0.5133596733946232,9999.999999999998
422,82.86722501707149,0.11470902206579799,1147.0613750224716,0.5145902750728943,9999.999999999998
423,82.78463263494308,0.11501292962828419,1150.100934809061,0.515821459307445,9999.999999999998
424,82.7022493772138,0.11531711001229762,1153.1433488099344,0.5170532260982754,10000.0
425,82.62007524388363,0.11562156321783831,1156.1886170250914,0.5182855754453853,9999.999999999998
426,82.53811023495263,0.11592628924490625,1159.2367394545329,0.5195185073487749,10000.0
427,82.45635435042075,0.11623128809350147,1162.287716098258,0.520752021808444,10000.0
428,82.3748006976162,0.11653655396629056,1165.341470718068,0.5219860435978482,10000.000000000002
429,82.2934079205079,0.1168420520792733,1168.3975458847688,0.523220121357719,10000.0
430,82.21216912642403,0.1171477766351163,1171.4558653601607,0.5244541798615115,9999.999999999998
431,82.1310843153646,0.11745372763381966,1174.5164291442452,0.525688219109226,9999.999999999998
432,82.05015348732965,0.1177599050753833,1177.5792372370215,0.5269222391008627,10000.000000000002
433,81.96937664231912,0.11806630895980719,1180.6442896384888,0.5281562398364208,9999.999999999998
434,81.88875378033303,0.11837293928709142,1183.7115863486483,0.5293902213159012,10000.0
435,81.8082849013714,0.11867979605723589,1186.7811273674995,0.5306241835393033,9999.999999999998
436,81.7279700054342,0.11898687927024068,1189.8529126950427,0.5318581265066274,10000.000000000002
437,81.64780909252143,0.11929418892610577,1192.9269423312771,0.5330920502178734,10000.0
438,81.56780216263311,0.11960172502483114,1196.0032162762036,0.5343259546730413,10000.0
439,81.48794921576926,0.1199094875664168,1199.0817345298217,0.5355598398721311,10000.0
440,81.40825025192983,0.12021747655086276,1202.1624970921316,0.5367937058151427,10000.0
441,81.32870527111487,0.12052569197816902,1205.2455039631336,0.5380275525020765,10000.000000000002
442,81.24931427332432,0.12083413384833555,1208.3307551428268,0.5392613799329319,10000.0
443,81.17007725855822,0.12114280216136242,1211.4182506312122,0.5404951881077095,10000.0
444,81.09099422681658,0.12145169691724954,1214.507990428289,0.5417289770264088,10000.000000000002
445,81.01206517809938,0.12176081811599694,1217.5999745340578,0.54296274668903,10000.0
446,80.9332901124066,0.12207016575760464,1220.6942029485183,0.5441964970955732,10000.000000000002
447,80.85466902973828,0.12237973984207265,1223.7906756716702,0.5454302282460382,10000.0
448,80.77620193009439,0.12268954036940094,1226.889392703514,0.5466639401404252,10000.0
449,80.69788881347498,0.12299956733958956,1229.99035404405,0.5478976327787342,10000.000000000002
450,80.61972967987998,0.12330982075263844,1233.0935596932777,0.549131306160965,10000.000000000002
451,80.54172452930943,0.12362030060854759,1236.1990096511965,0.5503649602871177,10000.000000000002
452,80.46387336176332,0.12393100690731707,1239.3067039178075,0.5515985951571922,10000.000000000002
453,80.38617617724165,0.12424193964894682,1242.4166424931104,0.5528322107711887,10000.0
454,80.30863297574443,0.12455309883343686,1245.5288253771048,0.5540658071291071,10000.0
455,80.23124375727166,0.1248644844607872,1248.6432525697908,0.5552993842309476,10000.0
456,80.15400852182334,0.12517609653099784,1251.7599240711688,0.5565329420767098,10000.0
457,80.07692726939945,0.12548793504406877,1254.8788398812385,0.5577664806663939,10000.0
458,80.0,0.1258,1258.0,0.559,10000.0
459,79.923226713625,0.1261122913987915,1261.1234044274531,0.5602335000775279,10000.000000000002
460,79.84660741027446,0.1264248092404433,1264.249053163598,0.5614669808989778,10000.0
461,79.77014208994832,0.1267375535249554,1267.3769462084347,0.5627004424643497,10000.0
462,79.69383075264665,0.12705052425232777,1270.5070835619629,0.5639338847736434,10000.0
463,79.61767339836943,0.12736372142256047,1273.6394652241834,0.565167307826859,10000.0
464,79.54167002711664,0.12767714503565344,1276.7740911950955,0.5664007116239965,10000.0
465,79.4658206388883,0.12799079509160668,1279.910961474699,0.5676340961650558,10000.0
466,79.3901252336844,0.12830467159042025,1283.0500760629945,0.5688674614500373,10000.000000000002
467,79.31458381150496,0.1286187745320941,1286.1914349599817,0.5701008074789405,10000.0
468,79.23919637234994,0.12893310391662824,1289.3350381656605,0.5713341342517657,10000.000000000002
469,79.16396291621938,0.12924765974402266,1292.4808856800312,0.5725674417685127,10000.0
470,79.08888344311323,0.12956244201427738,1295.6289775030937,0.5738007300291816,10000.0
471,79.01395795303158,0.12987745072739243,1298.7793136348482,0.5750339990337727,10000.000000000002
472,78.93918644597433,0.13019268588336774,1301.931894075294,0.5762672487822854,10000.0
473,78.86456892194153,0.13050814748220332,1305.0867188244315,0.57750047927472,10000.0
474,78.79010538093317,0.1308238355238992,1308.2437878822607,0.5787336905110767,10000.0
475,78.71579582294927,0.1311397500084554,1311.4031012487821,0.5799668824913553,10000.0
476,78.64164024798981,0.1314558909358719,1314.564658923995,0.5812000552155557,10000.000000000002
477,78.56763865605478,0.13177225830614864,1317.7284609078997,0.582433208683678,10000.0
478,78.4937910471442,0.1320888521192857,1320.894507200496,0.5836663428957223,10000.0
479,78.42009742125808,0.1324056723752831,1324.0627978017844,0.5848994578516885,10000.0
480,78.34655777839639,0.13272271907414074,1327.2333327117644,0.5861325535515765,10000.0
481,78.27317211855913,0.1330399922158587,1330.406111930436,0.5873656299953864,10000.0
482,78.19994044174634,0.13335749180043693,1333.5811354577993,0.5885986871831184,10000.0
483,78.12686274795797,0.13367521782787545,1336.7584032938546,0.5898317251147722,10000.0
484,78.05393903719406,0.13399317029817426,1339.9379154386017,0.5910647437903479,10000.000000000002
485,77.98116930945459,0.13431134921133336,1343.1196718920403,0.5922977432098455,10000.000000000002
486,77.90855356473953,0.13462975456735277,1346.3036726541704,0.593530723373265,10000.0
487,77.83609180304894,0.1349483863662324,1349.4899177249927,0.5947636842806063,9999.999999999998
488,77.76378402438282,0.13526724460797243,1352.6784071045067,0.5959966259318699,10000.0
489,77.69163022874112,0.13558632929257272,1355.8691407927126,0.5972295483270551,10000.0
490,77.61963041612385,0.13590564042003328,1359.06211878961,0.5984624514661622,10000.0
491,77.54778458653104,0.13622517799035416,1362.257341095199,0.5996953353491912,10000.0
492,77.47609273996267,0.13654494200353529,1365.45480770948,0.6009281999761422,10000.0
493,77.40455487641876,0.13686493245957676,1368.654518632453,0.6021610453470152,10000.000000000002
494,77.33317284164801,0.1371850618013985,1371.8556099331686,0.6033936277867092,10000.000000000002
495,77.2619484813992,0.13750524247192047,1375.057217680678,0.6046257036201237,10000.0
496,77.19088179567237,0.13782547447114277,1378.259341874982,0.6058572728472588,10000.0
497,77.11997278446748,0.13814575779906532,1381.46198251608,0.6070883354681145,10000.000000000002
498,77.04922144778452,0.13846609245568814,1384.665139603972,0.6083188914826905,10000.000000000002
499,76.9786277856235,0.13878647844101125,1387.8688131386582,0.609548940890987,10000.000000000002
500,76.90819179798443,0.1391069157550346,1391.0730031201385,0.6107784836930039,10000.0
501,76.83791348486731,0.13942740439775825,1394.2777095484132,0.6120075198887416,10000.000000000002
502,76.76779284627214,0.13974794436918214,1397.4829324234818,0.6132360494781994,10000.0
503,76.69782988219892,0.14006853566930635,1400.6886717453444,0.6144640724613781,10000.000000000002
504,76.62802459264762,0.14038917829813083,1403.8949275140012,0.615691588838277,10000.000000000002
505,76.55837697761827,0.14070987225565557,1407.1016997294519,0.6169185986088965,10000.000000000002
506,76.48888703711086,0.1410306175418806,1410.308988391697,0.6181451017732364,10000.000000000002
507,76.41955477112542,0.14135141415680585,1413.5167935007362,0.619371098331297,10000.000000000002
508,76.3503801796619,0.1416722621004314,1416.7251150565694,0.6205965882830778,10000.0
509,76.28136326272033,0.14199316137275725,1419.9339530591967,0.6218215716285792,10000.000000000002
510,76.21250402030071,0.14231411197378335,1423.1433075086184,0.6230460483678013,10000.0
511,76.14380245240304,0.14263511390350972,1426.353178404834,0.6242700185007438,10000.000000000002
512,76.07525855902729,0.14295616716193638,1429.5635657478435,0.6254934820274065,10000.0
513,76.0068723401735,0.1432772717490633,1432.7744695376475,0.6267164389477899,10000.000000000002
514,75.93864379584166,0.1435984276648905,1435.9858897742456,0.627938889261894,10000.000000000002
515,75.87057292603177,0.14391963490941798,1439.197826457638,0.6291608329697184,10000.000000000002
516,75.80265973074383,0.14424089348264574,1442.4102795878239,0.6303822700712632,10000.000000000004
517,75.73490420997778,0.14456220338457373,1445.623249164804,0.6316032005665285,10000.000000000002
518,75.66730636373373,0.144883564615202,1448.8367351885786,0.6328236244555143,10000.0
519,75.5998661920116,0.1452049771745306,1452.0507376591472,0.6340435417382209,10000.0
520,75.53258369481142,0.14552644106255946,1455.26525657651,0.6352629524146477,10000.000000000002
521,75.46545887213318,0.14584795627928857,1458.4802919406668,0.6364818564847949,10000.0
522,75.3984917239769,0.14616952282471793,1461.6958437516173,0.6377002539486627,10000.0
523,75.33168225034257,0.1464911406988476,1464.9119120093628,0.6389181448062511,10000.000000000002
524,75.26503045123016,0.14681280990167753,1468.1284967139022,0.6401355290575599,10000.000000000002
525,75.19853632663971,0.14713453043320773,1471.3455978652353,0.6413524067025892,10000.000000000002
526,75.13219987657118,0.1474563022934382,1474.5632154633624,0.6425687777413389,10000.000000000002
527,75.06602110102462,0.14777812548236896,1477.7813495082842,0.6437846421738093,10000.000000000002
528,75.0,0.1481,1481.0,0.645,10000.0
529,74.93413657349731,0.14842192584633127,1484.2191669385095,0.6462148512199111,9999.999999999998
530,74.8684308215166,0.14874390302136287,1487.4388503238135,0.6474291958335431,10000.000000000002
531,74.8028827440578,0.14906593152509467,1490.659050155911,0.6486430338408952,10000.0
532,74.73749234112096,0.14938801135752683,1493.8797664348033,0.649856365241968,10000.000000000002
533,74.67225961270606,0.14971014251865922,1497.1009991604897,0.6510691900367611,9999.999999999998
534,74.60718455881309,0.15003232500849187,1500.32274833297,0.6522815082252749,10000.0
535,74.54226717944209,0.15035455882702484,1503.5450139522445,0.6534933198075091,10000.0
536,74.47750747459301,0.150676843974258,1506.7677960183128,0.6547046247834638,10000.0
